試驗藥品監視新藥成分,申請者,許可證,報告書BA,報告書BE,報告書Dis,報告書核准日期,對照品商品名,對照品製造廠名,國別
Venlafaxine tab 37.5mg,英伯士,衛署藥製 047090,,Y,,931011,Efexor tab 37.5mg,Wyeth-Ayerst,Canada
Venlafaxine tab 37.5mg,瑞士,衛署藥製 048054,,Y,,950601,Efexor tab 37.5mg,Wyeth-Ayerst,Canada
Venlafaxine XR  cap 75mg,諾華,衛署藥輸025336,,Y,,991216,Efexor XR cap 75mg,Wyeth,Ireland
Venlafaxine XR cap 37.5mg,南光,衛署藥製055417,,,Y,990818,Easyfor SR cap 75mg,南光,Taiwan
Venlafaxine XR cap 75mg,英伯士,衛署藥製 047273,,Y,,940418,Efexor XR cap 75mg,Wyeth-Ayerst,U.S.A.
Venlafaxine XR cap 75mg,生達,衛署藥製 047644,,Y,,940607,Efexor XR cap 75mg,Wyeth Medica,Ireland
Venlafaxine XR cap 75mg,南光,衛署藥製 049453,,Y,,970514,Efexor XR cap 75mg,Wyeth-Ayerst,Ireland
Venlafaxine XR cap 75mg,中化,衛署藥製 049583,,Y,,970725,Efexor XR cap 75mg,Wyeth Medica,Ireland
Venlafaxine XR cap 75mg,內外,衛署藥製 049557,,Y,,970415,Efexor XR cap 75mg,Wyeth-Ayerst,Ireland
Zaleplon cap 10mg,生達,衛署藥製 049166,,Y,,950913,Sonata cap 10mg,Wyeth-Ayerst,U.S.A.
Zaleplon cap 10mg,萬菱,衛署藥製 049084,,Y,,960919,Sonata cap 10mg,Wyeth-Ayerst,U.S.A.
Zaleplon cap 10mg,友華,衛署藥製 049425,,Y,,970218,Sonata cap 10mg,Wyeth-Ayerst,U.S.A.
Zaleplon cap 10mg,瑞士,衛署藥製 049424,,Y,,961015,Sonata cap 10mg,Wyeth-Ayerst,U.S.A.
Zaleplon cap 10mg,鼎泰,衛署藥製 049423,,Y,,950502,Sonata cap 10mg,Wyeth-Ayerst,U.S.A.
Zaleplon cap 10mg,弘如洋,衛署藥製 049667,,Y,,970820,Sonata cap 10mg,Wyeth-Ayerst,U.S.A.
Zaleplon cap 10mg,正和,衛署藥製 049812,,Y,,971113,Sonata cap 10mg,Wyeth,U.S.A.
Zaleplon cap 10mg,中化,衛署藥製 050339,,Y,,980416,Sonata cap 10mg,Wyeth,U.S.A.
Zaleplon cap 10mg,友華,衛署藥製057136,,Y,,1001130,Sonata cap 10mg,Corepharma LLC,U.S.A.
Zaleplon cap 5mg,瑞士,衛署藥製 049960,,,Y,971120,Jalumen cap 10mg,瑞士,Taiwan
Zaleplon cap 5mg,弘如洋,衛署藥製 050105,,,Y,980319,Demare cap 10mg,弘如洋,Taiwan
Zaleplon cap 5mg,中化,衛署藥製 052353,,,Y,981127,Zale cap 10mg,中國化學,Taiwan
Zaleplon cap 5mg,正和,衛署藥製 055965,,,Y,990805,"Solmin cap 10mg ""C.H.""",正和,Taiwan
Zolpidem tab 10mg,信東,衛署藥製 045147,,Y,,910515,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,鼎泰,衛署藥製 044463,,Y,,900507,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,台灣道格拉斯,衛署藥製 044605,,Y,,900808,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,十全,衛署藥製 044684,,Y,,900914,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,生達,衛署藥製 044826,,Y,,901101,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,內外,衛署藥製 045018,,Y,,910530,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,衛達,衛署藥製 045155,,Y,,911001,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,五洲,衛署藥製 045279,,Y,,910924,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,鴻汶,衛署藥製 045752,,Y,,920819,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,中化,衛署藥製 046255,,Y,,921202,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,瑞士,衛署藥製 046491,,Y,,930802,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,育生,衛署藥製 046563,,Y,,930831,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,盛益,衛署藥輸 023735,,Y,,930709,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,華興,衛署藥製 049666,,Y,,970721,Stilnox tab 10mg,Synthelabo Groupe,France
Zolpidem tab 10mg,吉富,衛署藥輸 024958,,Y,,970919,Stilnox tab 10mg,Synthelabo Groupe,France
Zopiclone tab 7.5mg,健亞,衛署藥製 043460,,Y,,880930,Imovane tab 7.5mg,Theraplix,France
Zopiclone tab 7.5mg,信東,衛署藥製 046013,,Y,,920714,Imovane tab 7.5mg,Theraplix,France
Zopiclone tab 7.5mg,吉裕,衛署藥輸 023592,,Y,,911024,Imovane tab 7.5mg,Theraplix,France
Zopiclone tab 7.5mg,聯邦,衛署藥製 048325,,Y,,950925,Imovane tab 7.5mg,Aventis ,France
Zopiclone tab 7.5mg,鴻汶,衛署藥輸 024626,,Y,,950626,Imovane tab 7.5mg,Aventis ,France
Zotepine tab 25mg,萬菱,衛署藥製 052576,,,Y,981229,Lotepin tab 50mg,衛達,Taiwan
Zotepine tab 50mg,瑞士,衛署藥製 049345,,Y,,961224,Lodopin tab 50mg,Fujisawa Shizuoka,Japan
Zotepine tab 50mg,萬菱,衛署藥製 049636,,Y,,970826,Lodopin tab 50mg,Fujisawa Shizuoka,Japan
