製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
血液製劑類,世信生物科技股份有限公司,國血製劑益康高純度第八凝血因子注射劑,3300850523,1030524.0,250 IU/瓶/盒,"250 IU/瓶/盒 × 3,964盒",3964,1001221,
血液製劑類,世信生物科技股份有限公司,國血製劑益康高純度第八凝血因子注射劑,3300850524,1030524.0,250 IU/瓶/盒,"250 IU/瓶/盒 × 1,309盒",1309,1001221,
血液製劑類,世信生物科技股份有限公司,國血製劑益康人冷凍乾燥複合凝血酶原,3280920100,1011026.0,500 IU/瓶/盒,500 IU/瓶/盒 × 974盒,974,1010312,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA461AA, AROLA461A",1020228.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 15,380盒",15380,1001118,
血液製劑類,台灣綠十字股份有限公司,基立福乾燥抗血友病第八因子注射劑250國際單位,B1AA1XVYM1,1020511.0,250 IU/瓶/盒,"250 IU/瓶/盒 × 4,472盒",4472,1001027,
血液製劑類,吉發企業股份有限公司,貝靈血清蛋白注射液20%,A6444411A,1050430.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 33,168盒",33168,1001101,因封條AE176466、AE176467、AE176468、AE186466、AE186467、AE186468、AE196466、AE196467、AE196468跳號（如附件）共9張，補發AE338998~AE339006。
其他生物藥品類,香港商愛力根有限公司台灣分公司,愛力根保妥適乾粉注射劑,C2876 C3,1030314.0,100 units/瓶/盒,"100 units/瓶/盒 × 5,996盒",5996,1001108,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,補施追疫苗,"AC37B075CA, AC37B075C",1020831.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 3,680盒",3680,1001227,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,黃熱病疫苗,"G5385-1, G5385",1020430.0,1劑/瓶/盒,"1劑/瓶/盒 × 2,504盒",2504,1001024,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7100-1, H7100",1010531.0,1劑/0.5 mL/支/盒 × 50盒/中盒,1劑/0.5 mL/支/盒 × 50盒/中盒 × 654 中盒；1支/盒 × 5 盒,32705,1001024,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"S2810, 1423Z/0669837",1020818.0,1劑/瓶 × 10瓶/盒,"1劑/瓶 × 10瓶/盒 × 8,146盒",81460,1001110,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"S2894L, 1258Z/0669563",1020407.0,1劑/瓶 × 10瓶/盒,"1劑/瓶 × 10瓶/盒 × 3,027盒",30270,1001110,
血液製劑類,泛泰醫療產品有限公司,百特威保500U抗抑制子凝血複合物,VNF2L045,1020731.0,500 U/瓶/盒,"500 U/瓶/盒 × 1,688盒",1688,1001118,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"F57968, F25577",1020430.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 64,300盒",64300,1001219,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,紐蒙肺多價性肺炎鏈球菌疫苗,"S3384, 0584AA/0671444",1020419.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 1,978盒",19780,1001115,
其他生物藥品類,海喬國際股份有限公司,儷緻注射劑,D30870,1020331.0,500 units/瓶/盒,"500 units/瓶/盒 x 3,968瓶",3968,1001122,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"AVARB362AA, AVARB362A",1020531.0,1劑/瓶 × 100瓶/盒,1劑/瓶 × 100瓶/盒 × 154盒；40瓶/盒 × 1盒,15440,1001124,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"F57968, F25577",1020430.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 64,375盒",64375,1001223,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NJT21,1030117.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 2,440盒",2440,1001107,
血液製劑類,天行貿易股份有限公司,人用狂犬病免疫球蛋白,26NJG11,1020405.0,10 mL/瓶/盒,10 mL/瓶/盒 × 10盒,10,1001107,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NHGL3,1020209.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 4,240盒",4240,1001031,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,雙伏威肺炎鏈球菌十價接合型疫苗,"ASPNA099AH, ASPNA099A",1020930.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 19,680盒",19680,1001129,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA465AC, AROLA465A",1020331.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 10,810盒",10810,1001124,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26NK421,1000813.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 2,1486盒",21486,1001121,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"AVARB362AA, AVARB362A",1020531.0,1劑/瓶 × 100瓶/盒,1劑/瓶 × 100瓶/盒 × 170盒；20瓶/盒 × 1盒,17020,1001129,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"AVARB352AA, AVARB352A",1020331.0,1劑/瓶 × 100瓶/盒,1劑/瓶 × 100瓶/盒 × 11盒；40瓶/盒 × 1盒,1140,1001123,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6, 11, 16, 18型)基因重組疫苗〕","GO09194, 0587AA",1030426.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 2,431盒",2431,1001129,
疫苗及類毒素類,台灣諾華股份有限公司,瑞犬伏狂犬病疫苗注射用凍晶粉末,474011C,1020131.0,1劑/瓶/盒,1劑/瓶/盒 × 310盒,310,1001213,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,雙伏威肺炎鏈球菌十價接合型疫苗,"ASPNA099AF, ASPNA099A",1020930.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 19,610盒",19610,1001207,
疫苗及類毒素類,行政院衛生署疾病管制局,凍結乾燥卡介苗,BG0310005,1021117.0,30劑/1.5 mg/瓶 × 10瓶/盒,30劑/1.5mg/瓶 × 10瓶/盒 × 627盒,188100,1010301,
疫苗及類毒素類,行政院衛生署疾病管制局,凍結乾燥卡介苗,BG0310006,1021118.0,30劑/1.5mg/瓶 × 10瓶/盒,30劑/1.5mg/瓶 × 10瓶/盒 × 615盒,184500,1010116,
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11D125AA,1020706.0,50 mL/瓶,"50 mL/瓶 × 20,330瓶",20330,1001208,
血液製劑類,台灣綠十字股份有限公司,艾爾補定注射液25%,B1NE112001,1030520.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 9,229盒",9229,1001209,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,安在時B型肝炎疫苗,"AHBVC057BA, AHBVC057B",1030131.0,1劑/1 mL/瓶 × 25瓶/盒,"1劑/1 mL/瓶 × 25瓶/盒 × 2,288盒; 8瓶/盒 × 1盒",57208,1010103,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7093-4, H7093",1010531.0,1劑/0.25 mL/支/盒 × 50盒/中盒,1劑/0.25 mL/支/盒 × 50盒/中盒 × 38中盒；1支/盒 × 41盒,1941,1001202,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,輪達停口服活性五價輪狀病毒疫苗,1566AA/0672255,1020825.0,1劑/2 mL/軟管 × 10軟管/盒,"1劑/2 mL/軟管 × 10軟管/盒 × 4,348盒",43480,1010120,短少AE995140，補AE998899
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德小兒麻痺注射疫苗,"G7200-3, G7200",1021130.0,1 劑/0.5 mL/支/盒,"1 劑/0.5 mL/支/盒 × 3,000盒",3000,1001209,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德四合一補追疫苗,"H0212-1, H0212",1030131.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 18,205盒",18205,1010214,"AF068444,068466,085293,085429,085545共5張破損"
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26NK5J1,1030902.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 22,400盒",22400,1001220,
血液製劑類,天行貿易股份有限公司,抗RH因子球蛋白注射液,26NHWK1,1020506.0,1500 IU/支/盒,1500 IU/支/盒 × 280盒,280,1001220,
血液製劑類,天行貿易股份有限公司,破傷風預防注射劑 250 Units,26NK2X1,1030628.0,250 U/支/盒,250 U/支/盒×180盒,180,1001208,
血液製劑類,禾利行股份有限公司,百合施多特注射液,B144071,1030731.0,50 mL/瓶/盒,50 mL/瓶/盒 × 600盒,600,1010110,
血液製劑類,禾利行股份有限公司,立保B型肝炎抗體注射液,B793101,1020630.0,10 mL/瓶/盒,"10mL/瓶/盒 × 2,986盒",2986,1010109,
疫苗及類毒素類,行政院衛生署疾病管制局,明礬沉澱破傷風類毒素,TX0310005,1021121.0,6劑/3 mL/瓶 × 10瓶/盒,"6劑/3 mL/瓶 × 10瓶/盒 × 1,810盒; 3 mL/瓶 × 4瓶",108624,1010220,"AF086436,AF086736,AF087611,AF087639,AF087669,AF087418,AF087597,AF087443,AF088030,AF088150破損作廢"
疫苗及類毒素類,行政院衛生署疾病管制局,明礬沉澱破傷風類毒素,TX2010004,1021107.0,40劑/20 mL/瓶 × 10瓶/盒,"40劑/20 mL/瓶 × 10瓶/盒 × 1,337盒; 20 mL/瓶 × 6瓶",535040,1010220,"AF053858,AF053865,AF054050,AF055145破損作廢"
其他生物藥品類,海喬國際股份有限公司,儷緻注射劑,D32319,1020430.0,500 units/瓶/盒,"500 units/瓶/盒 × 2,967盒",2967,1010103,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"S3784, 1434Z/0669834",1021104.0,1劑/瓶 × 10瓶/盒,1劑/瓶 × 10瓶/盒 × 584盒,5840,1010306,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"A70CB867A, A70FB867A/AVARB368",1020430.0,1劑/瓶/盒,"1劑/瓶/盒 × 4,640盒",4640,1010113,
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1101,1020131.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,336盒",33360,1010410,
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1104,1020131.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,397盒；3瓶/盒 × 1盒",33973,1010412,"101/3/7進行JNAB1116封緘時,共計有1,282張封條(號碼詳如附件)誤貼於本批號,故本次核發2,116張封條 ,實際封緘數量仍為33,973劑,共計3,398張封條."
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1102,1020131.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,398盒；4瓶/盒 × 1盒",33984,1010410,
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1103,1020131.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,416盒；4瓶/盒 × 1盒",34164,1010410,
血液製劑類,百達醫療產品股份有限公司,百特愛締絲低溫冷凍密合劑溶液,VND6L015,1020831.0,1 mL/支 × 2支/組/盒,1 mL/支 × 2支/組/盒 × 112盒,112,1010321,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2L036,1020531.0,1 mL/支 × 2支/組/盒,"1 mL/支 × 2支/組/盒 × 1,124盒",1124,1010316,
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11D122AA,1020708.0,50 mL/瓶,"50 mL/瓶 × 17,386瓶",17386,1001229,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA470AB, AROLA470A",1020331.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 11,310盒",11310,1010206,AF026386、AF026387、AF027404、AF032898共4張封條損毀，補AF053805～AF053808，共4張。
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,新赫寶克,"AHAVB566AF, AHAVB566A",1030430.0,1劑/1 mL/瓶/盒,"1劑/1 mL/瓶/盒 × 5,208盒",5208,1010109,
血液製劑類,泛泰醫療產品有限公司,百特威保500U抗抑制子凝血複合物,VNF2L044B,1020731.0,500 U/瓶/盒,"500 U/瓶/盒 × 1,688盒",1688,1010103,
其他生物藥品類,香港商愛力根有限公司台灣分公司,愛力根保妥適乾粉注射劑,C2976 C3,1030831.0,100 units/瓶/盒,"100 units/瓶/盒 × 1,000盒",1000,1010111,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,流行性腦脊髓膜炎疫苗(Mencevax ACWY),"AMEUA071AA, AMEUA071A",1020831.0,1劑/瓶 × 100瓶/盒,1劑/瓶 × 100瓶/盒 × 20盒,2000,1010103,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,A7644411A,1050831.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 32,415盒",32415,1010105,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑20%,26NK921,1030927.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 10,997盒",10997,1010109,
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1105,1020131.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,429盒; 3瓶/盒 × 1盒",34293,1010131,AF021733進行封緘作業時毀損，補AF025084。
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1106,1020131.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,445盒",34450,1010131,
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1107,1020131.0,1劑/ 1 mL/瓶 × 10瓶/盒,"1劑/ 1 mL/瓶 × 10瓶/盒 × 3,416盒；2瓶/盒 × 1盒",34162,1010209,因AF036723及AF036539封緘條於廠商進行封緘作業時毀損，故補發AF086372及AF086373封緘條
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1108,1020131.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,412盒",34120,1010131,
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1109,1020131.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,374盒",33740,1010131,
疫苗及類毒素類,行政院衛生署疾病管制局,明礬沉澱破傷風類毒素,TX0310006,1021128.0,6劑/3 mL/瓶 × 10瓶/盒,"6劑/3 mL/瓶 × 10瓶/盒 × 1,836盒；3 mL/瓶 × 5瓶",110190,1010330,
疫苗及類毒素類,行政院衛生署疾病管制局,明礬沉澱破傷風類毒素,TX0310007,1001205.0,6 劑/3 mL/瓶 × 10 瓶/盒,"6 劑/3 mL/瓶 × 10 瓶/盒 × 1,719盒；3 mL/瓶 × 7瓶",103182,1010406,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6, 11, 16, 18型)基因重組疫苗〕","GO15445, 0939AA",1030628.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 1,008盒",10080,1010213,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"S3977, 1548Z/0669872",1021123.0,1劑/瓶 × 10瓶/盒,"1劑/瓶 × 10瓶/盒 × 3,903盒",39030,1010118,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"S4560, 1593Z/0670034",1021128.0,1劑/瓶 × 10瓶/盒,"1劑/瓶 × 10瓶/盒 × 11,412盒",114120,1010206,因現場人員作業失誤導致原有封條AF001281、AF004889、AF006400、AF008684及AF009255共計5張損毀，補發封條AF53800~AF53804共計5張
血液製劑類,吉發企業股份有限公司,貝靈B型肝炎免疫球蛋白注射液,07646811B,1030930.0,1 mL/支/盒,1 mL/支/盒 × 189盒,189,1010111,
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11D164AA,1020830.0,50 mL/瓶,"50 mL/瓶 × 19,667 瓶",19667,1010119,缺AE992936
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11E136AA,1020716.0,50 mL/瓶,"50 mL/瓶 × 8,486瓶",8486,1010119,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2L040,1020731.0,5 mL/支 × 2支/組/盒,5 mL/支 × 2支/組/盒 × 360盒,360,1010316,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2L038,1020630.0,1 mL/支 × 2支/組/盒,"1 mL/支 × 2支/組/盒 × 1,124盒",1124,1010316,
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11E171AA,1020913.0,50 mL/瓶,"50 mL/瓶 × 7,488 瓶",7488,1010131,
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11E165AA,1020907.0,50 mL/瓶,"50 mL/瓶 × 19,275 瓶",19275,1010131,
血液製劑類,吉發企業股份有限公司,貝靈血清蛋白注射液20%,A9244411A,1050930.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 32,416盒",32416,1010131,AE939000破損作廢
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"F64025, F31148",1020531.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 78,812盒",78812,1010314,因封緘疏失，導致 AF190494、AF196830、AF204200、AF204201、AF204202、 AF250020、AF263465損壞，補發AF267943~AF267949
血液製劑類,泛泰醫療產品有限公司,百特威保500U抗抑制子凝血複合物,VNF2L050,1020831.0,500 U/瓶/盒,"500 U/瓶/盒 × 1,688盒",1688,1010301,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA488AA, AROLA488A",1020531.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 10,990盒",10990,1010305,"小封條損壞6張,號碼為AF116375,AF117840,AF117841,AF119624,AF119670,AF125334"
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,A8944411A,1050930.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 12,007盒",12007,1010216,
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1112,1020228.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,421盒",34210,1010302,
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1113,1020228.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,428盒",34280,1010302,AF139311破損
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1110,1020228.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,420盒；5瓶/盒 × 1盒",34205,1010302,
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1114,1020228.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,409盒",34090,1010302,AF140763破損
疫苗及類毒素類,國光生物科技股份有限公司,國光日本腦炎疫苗,JNAB1111,1020228.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,421盒；4瓶/盒 × 1盒",34214,1010302,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德四合一補追疫苗,"H0356-1, H0356",1030430.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 45,990盒",45990,1010406,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"AVARB407AA, AVARB407A",1020930.0,1劑/瓶 × 100瓶/盒,1劑/瓶 × 100瓶/盒 × 40盒；40瓶/盒 × 1盒,4040,1010217,
其他生物藥品類,香港商愛力根有限公司台灣分公司,愛力根保妥適乾粉注射劑,C2976 C3,1030831.0,100 units/瓶/盒,"100 units/瓶/盒 × 13,983盒",13983,1010210,"因封緘過程廠商作業疏失以致AF043181,AF043633,AF046389,AF046390,AF051437毀損,補發AF086374~AF086378共5張"
其他生物藥品類,香港商愛力根有限公司台灣分公司,愛力根保妥適乾粉注射劑,C2958 C2F,1030730.0,50 units/瓶/盒,"50 units/瓶/盒 × 1,998盒",1998,1010224,
其他生物藥品類,國光生物科技股份有限公司,精製結核菌素 RT23SSI,1582A,1020831.0,15劑/1.5 mL/瓶 × 10 瓶/盒,15劑/1.5 mL/瓶 × 10 瓶/盒 × 300盒,45000,1010419,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,默克基因重組B型肝炎疫苗,"S4698, 1713AA/0671654",1030607.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 15,017 盒",150170,1010306,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,唯德不活化A型肝炎疫苗,"S4737, 1640AA/0672457",1030923.0,1劑/0.5 mL/瓶 × 10瓶/盒,1劑/0.5 mL/瓶 × 10瓶/盒 × 523盒,5230,1010305,
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11E170AA,1020912.0,50 mL/瓶,"50 mL/瓶 × 16,996 瓶",16996,1010222,AF111439黏貼時破損、缺AF096228號小封條
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德四合一補追疫苗,"H0356-1, H0356",1030430.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 3,890盒",3890,1010410,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NJT21,1030117.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 4,940盒",4940,1010222,"AF088586,AF092980破損,另一張缺號(無法查出號碼)"
疫苗及類毒素類,明聚生物科技有限公司,第三代天花疫苗,F00024,1050215.0,1劑/0.5 mL/瓶 × 20瓶/盒,1劑/0.5 mL/瓶 × 20瓶/盒 × 5盒,100,1010209,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,輪達停口服活性五價輪狀病毒疫苗,0114AE/0672596,1021003.0,1劑/2 mL/軟管 × 10軟管/盒,"1劑/2 mL/軟管 × 10軟管/盒 × 4,164盒",41640,1010402,AF327280毀損
